Deal_number,Deal_name
1034,039 - Delta Galil Industries Ltd acquisition of subsidiary equity interests and .docx
1035,039 - Evonik Industries AG acquisition of assets of SurModics Inc.docx
1036,039 - Facebook Inc and WhatsApp Inc merger.docx
1037,039 - First Financial Bankshares Inc and TBAndT Bancshares Inc merger.docx
1038,039 - GTT Communications Inc and One Source Networks merger.docx
1039,039 - Guidewire Software Inc and Cyence Inc merger.docx
1040,039 - Hawkins Inc acquisition of stock of Stauber Performance Ingredients.docx
1041,039 - Ichor Holdings Ltd acquisition of stock of Talon Innovations Corporation.docx
1042,039 - KBR Inc and Centauri Platform Holdings LLC merger.docx
1043,039 - LendingTree LLC acquisition of stock of Value Holding Inc.docx
1044,039 - Lindsay Goldberg LLC acquisition of certain assets of P H Glatfelter Compa.docx
1045,039 - Peak Resorts Inc acquisition of stock of Snow Time Inc.docx
1046,039 - Revolution Resources LLC acquisition of certain assets of Gastar Explorati.docx
1047,039 - Roller Bearing Company of America Inc acquisition of equity interests of S.docx
1048,039 - Seacoast Banking Corporation of Florida and First Green Bancorp Inc merger.docx
1049,039 - Sinclair Telecable Inc acquisition of equity interests of Radio Austin Man.docx
1050,039 - Sonoco Products Company acquisition of stock of Clear Lam Packaging Inc.docx
1051,039 - STERIS Corporation acquisition of stock of General Econopak Inc.docx
1052,039 - The PNC Financial Services Group Inc acquisition of stock of RBC Bank (USA.docx
1053,039 - Turning Point Brands Inc acquisition of stock of Smoke Free Technologies I.docx
1054,04 - Atlas Financial Holdings Inc acquisition of equity interests of Global Libe.docx
1055,04 - Berkshire Hathaway Energy Company acquisition of subsidiary equity interest.docx
1056,04 - Cablevision Systems Corporation and Bresnan Broadband Holdings LLC merger.docx
1057,04 - DHX Media Ltd acquisition of equity interests of Peanuts Holdings LLC IBGNY.docx
1058,04 - Donegal Group Inc and Michigan Insurance Company merger.docx
1059,04 - Easylink Services International Corporation acquisition of subsidiary stock.docx
1060,04 - Graymark Healthcare Inc acquisition of equity interests of Foundation Surge.docx
1061,04 - Logitech International SA acquisition of equity interests of JayBird LLC.docx
1062,04 - Matador Resources Company and Harvey E Yates Company merger.docx
1063,04 - RLI Corp acquisition of stock of Contractors Bonding Insurance Company.docx
1064,04 - Shutterfly Inc and Tiny Prints Inc merger.docx
1065,04 - Smart Balance Inc acquisition of equity interests of Udi's Healthy Foods LL.docx
1066,04 - TriMas Corporation acquisition of equity interests of Arminak And Associate.docx
1067,040 - Bear State Financial Inc acquisition of stock of Metropolitan National Ban.docx
1068,040 - Charles River Laboratories International Inc and ACP Mountain Holdings Inc.docx
1069,040 - Cimpress NV and Build A Sign LLC merger.docx
1070,040 - Clayton Dubilier And Rice acquisition of subsidiary equity interests and c.docx
1071,040 - Exterran Partners LP acquisition of certain assets of MidCon Compression L.docx
1072,040 - Gamut Capital Management LP acquisition of subsidiary equity interests of .docx
1073,040 - Gray Television Group Inc acquisition of certain assets of Schurz Communic.docx
1074,040 - Greenleaf Power Consolidated LLC acquisition of equity interests of Leidos.docx
1075,040 - Imperial Acquisitions LLC acquisition of certain assets of Metalico Inc.docx
1076,040 - KPS Capital Partners LP acquisition of equity interests of American And Ef.docx
1077,040 - LendingTree Inc acquisition of equity interests of Iron Horse Holdings LLC.docx
1078,040 - Leonard Green And Partners LP acquisition of stock of Lucky Brand Dungaree.docx
1079,040 - Ligand Pharmaceuticals Incorporated and Crystal Bioscience Inc merger.docx
1080,040 - Madison Dearborn Partners acquisition of equity interests of Mayfield Hold.docx
1081,040 - Malibu Boats LLC acquisition of certain assets of S2 Yachts Inc and Gen 12.docx
1082,040 - Martin Marietta Materials Inc acquisition of equity interests of Panadero .docx
1083,040 - McCormick And Company Incorporated acquisition of equity interests of The .docx
1084,040 - Pixelle Specialty Solutions LLC acquisition of equity interests of Verso A.docx
1085,040 - Rambus Inc acquisition of certain assets of Inphi Corporation.docx
1086,040 - Roseburg Forest Products Co acquisition of certain assets of PotlatchDelti.docx
1087,040 - Take-Two Interactive Software Inc and Playdots Inc merger.docx
1088,040 - Vectrus Systems Corporation acquisition of stock of SENTEL Corporation.docx
1089,040 - Vertex Pharmaceuticals Incorporated and Exonics Therapeutics Inc merger.docx
1090,040 - Workday Inc and Adaptive Insights Inc merger.docx
1091,040 - WSFS Financial Corporation and Penn Liberty Financial Corp merger.docx
1092,040 - Zydus Pharmaceuticals (USA) Inc acquisition of certain assets of K-V Pharm.docx
1093,041 - Bowie Resources Partners LLC acquisition of equity interests of Southwest .docx
1094,041 - Capital One Financial Corporation acquisition of subsidiary stock and cert.docx
1095,041 - Colony Bankcorp Inc and LBC Bancshares Inc merger.docx
1096,041 - Commercial Vehicle Group Inc acquisition of assets of First Source Electro.docx
1097,041 - Elastic NV and Endgame Inc merger.docx
1098,041 - Empire Petroleum Partners LLC acquisition of certain assets of Atlas Oil C.docx
1099,041 - German American Bancorp Inc acquisition of certain assets of MainSource Ba.docx
1100,041 - Grand Isle Corridor LP acquisition of certain assets of Energy XXI Ltd.docx
1101,041 - GSI Group Inc acquisition of equity interests of JADAK Technologies Inc an.docx
1102,041 - Harvard Bioscience Inc and Data Sciences International Inc merger.docx
1103,041 - Iconix Brand Group Inc acquisition of assets of Sharper Image Acquisition .docx
1104,041 - Inphi Corporation and eSilicon Corporation merger.docx
1105,041 - MidWestOne Financial Group Inc and ATBancorp merger.docx
1106,041 - MutualFirst Financial Inc and Universal Bancorp merger.docx
1107,041 - NeuStar Inc acquisition of certain assets of Transaction Network Services .docx
1108,041 - Professional Diversity Network Inc and NAPW Inc merger.docx
1109,041 - REMAX Holdings Inc acquisition of assets of Roaring Fork Capital Partners .docx
1110,041 - Repligen Corporation and Spectrum Inc merger.docx
1111,041 - Roper Technologies Inc and Project Viking Holdings Inc merger.docx
1112,041 - Select Energy Services Inc and Rockwater Energy Solutions Inc merger.docx
1113,041 - Select Medical Corporation and Welsh Carson Anderson And Stowe XII LP acqu.docx
1114,041 - SMART Global Holdings Inc and Penguin Computing Inc merger.docx
1115,041 - Teladoc Incand HY Holdings Inc merger.docx
1116,041 - Victory Capital Holdings Inc acquisition of equity interests of Harvest Vo.docx
1117,041 - XPO Logistics Inc acquisition of stock of Landstar Supply Chain Solutions .docx
1118,041 - YFC-BonEagle Electric Co Ltd acquisition of stock of Monoprice Holdings In.docx
1119,042 - Adobe Systems Incorporated acquisition of stock of Milestone Topco Inc.docx
1120,042 - BGC Partners Inc acquisition of equity interests of Berkeley Point Financi.docx
1121,042 - Compass Group Diversified Holdings acquisition of stock of Foam Fabricator.docx
1122,042 - Digi International Inc and Opengear Inc merger.docx
1123,042 - DXP Enterprises Inc acquisition of equity interests of B27 LLC and B27 Hol.docx
1124,042 - Eagle Pharmaceuticals Inc acquisition of stock of Arsia Therapeutics Inc.docx
1125,042 - Entegris Inc acquisition of certain assets and subsidiary equity interests.docx
1126,042 - First Midwest Bancorp Inc and Standard Bancshares Inc merger.docx
1127,042 - Grand Canyon Education Inc and Orbis Education Services LLC merger.docx
1128,042 - Health Insurance Innovations Inc acquisition of equity interests of Togeth.docx
1129,042 - LSI Corporation and SandForce Inc merger.docx
1130,042 - Magnolia Oil And Gas Corporation acquisition of equity interests of Harves.docx
1131,042 - MB Financial Inc and American Chartered Bancorp Inc merger.docx
1132,042 - MELA Sciences Inc acquisition of certain assets and subsidiary equity inte.docx
1133,042 - Meritage Homes Corporation acquisition of assets of Legendary Communities.docx
1134,042 - Office Depot Inc and CompuCom Systems Inc merger.docx
1135,042 - Omnicell Inc acquisition of equity interests of PSGH LLC and BW Apothecary.docx
1136,042 - Press Ganey Associates Inc acquisition of equity interests of Improve PX L.docx
1137,042 - QLogic Corporation acquisition of certain assets of Broadcom Corporation.docx
1138,042 - Roark Capital Group acquisition of stock of Arby's Restaurant Group Inc.docx
1139,042 - Select Comfort Corporation and BAM Labs Inc merger.docx
1140,042 - Smith And Wesson Holding Corporation acquisition of stock of Battenfeld Ac.docx
1141,042 - Stampscom Inc acquisition of stock of PSI Systems Inc dba Endicia.docx
1142,042 - Summit Financial Group Inc and Cornerstone Financial Services Inc merger.docx
1143,042 - Teladoc Inc and Best Doctors Holdings Inc merger.docx
1144,042 - TransMontaigne Partners LP acquisition of certain assets of Plains All Ame.docx
1145,043 - 1st United Bancorp Inc and Anderen Financial Inc merger.docx
1146,043 - American Tire Distributors Inc acquisition of stock of Terry's Tire Town H.docx
1147,043 - Arlington Capital Partners acquisition of equity interests of NextiraOne F.docx
1148,043 - Church And Dwight Co Inc acquisition of stock of PIK Holdings Inc.docx
1149,043 - Clayton Dubilier And Rice acquisition of subsidiary equity interests and c.docx
1150,043 - Consolidated Edison Inc acquisition of equity interests of Sempra Solar Ho.docx
1151,043 - County Bancorp Inc and Fox River Valley Bancorp Inc merger.docx
1152,043 - Diplomat Pharmacy Inc acquisition of equity interests of Burman's Apotheca.docx
1153,043 - Douglas Dynamics Inc and Henderson Enterprises Group Inc merger.docx
1154,043 - Everyday Health Inc acquisition of equity interests of Cambridge BioMarket.docx
1155,043 - Fortive Corporation acquisition of certain assets and subsidiary stock of .docx
1156,043 - Hercules Capital Inc acquisition of certain assets of Ares Capital Corpora.docx
1157,043 - IAC Interactive Inc acquisition of subsidiary stock and certain assets of .docx
1158,043 - Lincoln Financial Group acquisition of subsidiary stock and certain assets.docx
1159,043 - MCBC Holdings Inc dba MasterCraft acquisition of equity interests of Nauti.docx
1160,043 - McKesson Corporation acquisition of certain assets of Change Healthcare Ho.docx
1161,043 - OrthoPediatrics Corp acquisition of equity interests of Orthex LLC and Vil.docx
1162,043 - PAR Technology Corporation acquisition of equity interests of AccSys LLC.docx
1163,043 - Quench USA Inc acquisiton of stock of Pure Health Solutions Inc.docx
1164,043 - Reliant Bancorp Inc and Tennessee Community Bank Holdings Inc merger.docx
1165,043 - Renaissance Offshore LLC acquisition of certain assets of Black Elk Energy.docx
1166,043 - Rhino Resource Partners LP and The Elk Horn Coal Company LLC merger.docx
1167,043 - State Bank Financial Corporation and AloStar Bank of Commerce merger.docx
1168,043 - Sun Hydraulics Corporation acquisition of equity interests of Enovation Co.docx
1169,043 - Sun Life Financial Inc acquisition of subsidiary equity interests and cert.docx
1170,043 - Tanos Energy Holdings III LLC acquisition of certain assets and subsidiary.docx
1171,044 - American Industrial Water LLC acquisition of equity interests of Water Sol.docx
1172,044 - Camber Corporation acquisition of stock of Avaya Government Solutions Inc.docx
1173,044 - Durr Inc acquisition of equity interests of Babcock And Wilcox MEGTEC Hold.docx
1174,044 - Energizer Holdings Inc acquisition of subsidiary equity interests and cert.docx
1175,044 - Farmers And Merchants Bancorp Inc and Limberlost Bancshares Inc merger.docx
1176,044 - First Foundation Inc and Community 1st Bancorp merger.docx
1177,044 - HealthSouth Home Health Corporation acquisition of stock of EHHI Holdings .docx
1178,044 - Independence Resources Holdings LLC acquisition of certain assets of Resol.docx
1179,044 - Intercontinental Exchange Inc acquisition of stock of Ellie Mae Intermedia.docx
1180,044 - LogMeIn Inc and Jive Communications Inc merger.docx
1181,044 - Matrix Service Company acquisition of subsidiary stock and certain assets .docx
1182,044 - Nicolet Bankshares Inc and First Menasha Bancshares Inc merger.docx
1183,044 - Ocwen Financial Corporation acquisition of stock of SCI Services Inc.docx
1184,044 - Pacific Coast Producers acquisition of certain assets of Seneca Foods Corp.docx
1185,044 - Peabody Energy Corporation acquisition of certain assets of Drummond Compa.docx
1186,044 - Quidel Corporation acquisition of certain assets of Alere Inc.docx
1187,044 - River Financial Corporation and Trinity Bancorp Inc merger.docx
1188,044 - Sequential Brands Group Inc and Global Brands Group Holding Limited acquis.docx
1189,044 - SIRVA Worldwide Inc acquisition of stock of Cartus Corporation.docx
1190,044 - United Airlines Inc acquisition of certain assets of SkyWest Inc.docx
1191,044 - Universal Stainless And Alloy Products Inc acquisition of assets of Patrio.docx
1192,044 - US Business Holdings Inc acquisition of stock of AlphaGraphics Inc.docx
1193,044 - Valero Energy Partners LP acquisition of equity interests of Parkway Pipel.docx
1194,044 - Warren Resources Inc acquisition of certain assets of Citrus Energy Corpor.docx
